0000004C, AMS_PackVoltage, 0.0
00004014, StateBatteryChargeHV, 92.80000000000001
00004014, StateBatteryHealthHV, 0.0
00004014, StateBatteryPowerHV, 100.80000000000001
00004014, TempCellMax, 24.75
00004014, TempCellMin, 21.5
00004014, StateBMS, Wait_System_Up
0000401C, VCU_wheelSpeed_RL, 0.0
0000401C, VCU_wheelSpeed_RR, 0.0
0000401E, RLSpeedKPH, 0.0
0000401E, RRSpeedKPH, 0.0
0000401E, FLSpeedKPH, 0.0
0000401E, FRSpeedKPH, 0.0
00004020, TCTorqueMax, 3.392
00004020, TCLeftSlip, -0.999
00004020, TCRightSlip, -0.999
00004020, TCTorqueAdjustment, 0.0
00004027, VoltageCellMuxSelect, 0
00004027, VoltageCell01, 3.7155
00004027, VoltageCell02, 3.7257000000000002
00004027, VoltageCell03, 3.7245000000000004
0000402A, AdjustedVoltageCellMuxSelect, 0
0000402A, AdjustedVoltageCell01, 3.7155
0000402A, AdjustedVoltageCell02, 3.7257000000000002
0000402A, AdjustedVoltageCell03, 3.7245000000000004
0000402C, TempChannelMuxSelect, 0
0000402C, TempChannel01, 21.620000000000005
0000402C, TempChannel02, 21.58
0000402C, TempChannel03, 21.700000000000003
0000403F, ThrottlePercent, 0
0000403F, BrakePercent, 9
0000403F, brakePressure, 10
0000403F, SteeringAngle, -102
0000403F, BrakeWhileThrottle, 0
0000403F, VCU_wheelSpeed_RL, 0.0
0000403F, VCU_wheelSpeed_RR, 0.0
00004041, RLSpeedKPH, 0.0
00004041, RRSpeedKPH, 0.0
00004041, FLSpeedKPH, 0.0
00004041, FRSpeedKPH, 0.0
00004043, TCTorqueMax, 3.392
00004043, TCLeftSlip, -0.999
00004043, TCRightSlip, -0.999
00004043, TCTorqueAdjustment, 0.0
0000405A, VoltageCellMuxSelect, 1
0000405A, VoltageCell04, 3.7245000000000004
0000405A, VoltageCell05, 3.7253000000000003
0000405A, VoltageCell06, 3.728
0000405C, AdjustedVoltageCellMuxSelect, 1
0000405C, AdjustedVoltageCell04, 3.7245000000000004
0000405C, AdjustedVoltageCell05, 3.7253000000000003
0000405C, AdjustedVoltageCell06, 3.7279
00004060, TempChannelMuxSelect, 1
00004060, TempChannel04, 21.620000000000005
00004060, TempChannel05, 21.570000000000007
00004060, TempChannel06, 21.439999999999998
00004062, VCU_wheelSpeed_RL, 0.0
00004062, VCU_wheelSpeed_RR, 0.0
00004064, RLSpeedKPH, 0.0
00004064, RRSpeedKPH, 0.0
00004064, FLSpeedKPH, 0.0
00004064, FRSpeedKPH, 0.0
00004066, TCTorqueMax, 3.392
00004066, TCLeftSlip, -0.999
00004066, TCRightSlip, -0.999
00004066, TCTorqueAdjustment, 0.0
00004071, ThrottlePercent, 0
00004071, BrakePercent, 6
00004071, brakePressure, 10
00004071, SteeringAngle, -102
00004071, BrakeWhileThrottle, 0
00004073, VoltageBusHV, 0.05
00004073, VoltageCellMax, 3.9128000000000003
00004073, VoltageCellMin, 3.6955
00004073, CurrentBusHV, 0.0
00004075, AMS_PackVoltage, 525.59
00004081, StateBatteryChargeHV, 92.80000000000001
00004081, StateBatteryHealthHV, 0.0
00004081, StateBatteryPowerHV, 100.80000000000001
00004081, TempCellMax, 24.75
00004081, TempCellMin, 21.5
00004081, StateBMS, Wait_System_Up
00004085, VCU_wheelSpeed_RL, 0.0
00004085, VCU_wheelSpeed_RR, 0.0
00004087, RLSpeedKPH, 0.0
00004087, RRSpeedKPH, 0.0
00004087, FLSpeedKPH, 0.0
00004087, FRSpeedKPH, 0.0
00004089, TCTorqueMax, 3.392
00004089, TCLeftSlip, -0.999
00004089, TCRightSlip, -0.999
00004089, TCTorqueAdjustment, 0.0
0000408B, VoltageBusLV, 12128
0000408B, CurrentBusLV, 408
0000408B, VoltageCellMuxSelect, 2
0000408B, VoltageCell07, 3.7151
0000408B, VoltageCell08, 3.7834000000000003
0000408B, VoltageCell09, 3.7732
0000408D, AdjustedVoltageCellMuxSelect, 2
0000408D, AdjustedVoltageCell07, 3.7150000000000003
0000408D, AdjustedVoltageCell08, 3.7833
0000408D, AdjustedVoltageCell09, 3.7731000000000003
00004091, TempChannelMuxSelect, 2
00004091, TempChannel07, 24.519999999999996
00004091, TempChannel08, 21.370000000000005
00004091, TempChannel09, 21.450000000000003
000040A3, ThrottlePercent, 0
000040A3, BrakePercent, 8
000040A3, brakePressure, 10
000040A3, SteeringAngle, -102
000040A3, BrakeWhileThrottle, 0
000040A8, VCU_wheelSpeed_RL, 0.0
000040A8, VCU_wheelSpeed_RR, 0.0
000040AA, RLSpeedKPH, 0.0
000040AA, RRSpeedKPH, 0.0
000040AA, FLSpeedKPH, 0.0
000040AA, FRSpeedKPH, 0.0
000040AC, TCTorqueMax, 3.392
000040AC, TCLeftSlip, -0.999
000040AC, TCRightSlip, -0.999
000040AC, TCTorqueAdjustment, 0.0
000040BD, VoltageCellMuxSelect, 3
000040BD, VoltageCell10, 3.7734
000040BD, VoltageCell11, 3.7167000000000003
000040BD, VoltageCell12, 3.7249000000000003
000040C1, AdjustedVoltageCellMuxSelect, 3
000040C1, AdjustedVoltageCell10, 3.7734
000040C1, AdjustedVoltageCell11, 3.7167000000000003
000040C1, AdjustedVoltageCell12, 3.7249000000000003
000040C3, TempChannelMuxSelect, 3
000040C3, TempChannel10, 21.460000000000008
000040C3, TempChannel11, 21.450000000000003
000040C3, TempChannel12, 21.480000000000004
000040CB, VCU_wheelSpeed_RL, 0.0
000040CB, VCU_wheelSpeed_RR, 0.0
000040CD, RLSpeedKPH, 0.0
000040CD, RRSpeedKPH, 0.0
000040CD, FLSpeedKPH, 0.0
000040CD, FRSpeedKPH, 0.0
000040CF, TCTorqueMax, 3.392
000040CF, TCLeftSlip, -0.999
000040CF, TCRightSlip, -0.999
000040CF, TCTorqueAdjustment, 0.0
000040D5, ThrottlePercent, 0
000040D5, BrakePercent, 10
000040D5, brakePressure, 10
000040D5, SteeringAngle, -102
000040D5, BrakeWhileThrottle, 0
000040DA, VoltageBusHV, 0.05
000040DA, VoltageCellMax, 3.9129
000040DA, VoltageCellMin, 3.6955
000040DA, CurrentBusHV, 0.0
000040DC, AMS_PackVoltage, 525.59
000040EE, VCU_wheelSpeed_RL, 0.0
000040EE, VCU_wheelSpeed_RR, 0.0
000040EE, StateBatteryChargeHV, 92.80000000000001
000040EE, StateBatteryHealthHV, 0.0
000040EE, StateBatteryPowerHV, 100.80000000000001
000040EE, TempCellMax, 24.75
000040EE, TempCellMin, 21.5
000040EE, StateBMS, Wait_System_Up
000040EF, VoltageCellMuxSelect, 4
000040EF, VoltageCell13, 3.7264000000000004
000040EF, VoltageCell14, 3.7265
000040EF, VoltageCell15, 3.7258
000040F0, RLSpeedKPH, 0.0
000040F0, RRSpeedKPH, 0.0
000040F0, FLSpeedKPH, 0.0
000040F0, FRSpeedKPH, 0.0
000040F1, AdjustedVoltageCellMuxSelect, 4
000040F1, AdjustedVoltageCell13, 3.7265
000040F1, AdjustedVoltageCell14, 3.7265
000040F1, AdjustedVoltageCell15, 3.7258
000040F2, TCTorqueMax, 3.392
000040F2, TCLeftSlip, -0.999
000040F2, TCRightSlip, -0.999
000040F2, TCTorqueAdjustment, 0.0
000040F3, TempChannelMuxSelect, 4
000040F3, TempChannel13, 21.790000000000006
000040F3, TempChannel14, 21.61
000040F3, TempChannel15, 21.820000000000007
00004107, ThrottlePercent, 0
00004107, BrakePercent, 9
00004107, brakePressure, 10
00004107, SteeringAngle, -102
00004107, BrakeWhileThrottle, 0
00004111, VCU_wheelSpeed_RL, 0.0
00004111, VCU_wheelSpeed_RR, 0.0
00004113, RLSpeedKPH, 0.0
00004113, RRSpeedKPH, 0.0
00004113, FLSpeedKPH, 0.0
00004113, FRSpeedKPH, 0.0
00004115, TCTorqueMax, 3.392
00004115, TCLeftSlip, -0.999
00004115, TCRightSlip, -0.999
00004115, TCTorqueAdjustment, 0.0
00004121, VoltageCellMuxSelect, 5
00004121, VoltageCell16, 3.7299
00004121, VoltageCell17, 3.7158
00004121, VoltageCell18, 3.7823
00004123, AdjustedVoltageCellMuxSelect, 5
00004123, AdjustedVoltageCell16, 3.7299
00004123, AdjustedVoltageCell17, 3.7155
00004123, AdjustedVoltageCell18, 3.7825
00004126, TempChannelMuxSelect, 5
00004126, TempChannel16, 21.710000000000008
00004126, TempChannel17, 21.870000000000005
00004126, TempChannel18, 21.540000000000006
00004134, VCU_wheelSpeed_RL, 0.0
00004134, VCU_wheelSpeed_RR, 0.0
00004136, RLSpeedKPH, 0.0
00004136, RRSpeedKPH, 0.0
00004136, FLSpeedKPH, 0.0
00004136, FRSpeedKPH, 0.0
00004138, TCTorqueMax, 3.392
00004138, TCLeftSlip, -0.999
00004138, TCRightSlip, -0.999
00004138, TCTorqueAdjustment, 0.0
00004139, ThrottlePercent, 0
00004139, BrakePercent, 10
00004139, brakePressure, 10
00004139, SteeringAngle, -102
00004139, BrakeWhileThrottle, 0
00004140, VoltageBusHV, 0.04
00004140, VoltageCellMax, 3.9129
00004140, VoltageCellMin, 3.6956
00004140, CurrentBusHV, 0.0
00004142, AMS_PackVoltage, 525.59
00004157, VCU_wheelSpeed_RL, 0.0
00004157, VCU_wheelSpeed_RR, 0.0
00004159, RLSpeedKPH, 0.0
00004159, RRSpeedKPH, 0.0
00004159, FLSpeedKPH, 0.0
00004159, FRSpeedKPH, 0.0
0000415B, TCTorqueMax, 3.392
0000415B, TCLeftSlip, -0.999
0000415B, TCRightSlip, -0.999
0000415B, TCTorqueAdjustment, 0.0
0000415C, StateBatteryChargeHV, 92.80000000000001
0000415C, StateBatteryHealthHV, 0.0
0000415C, StateBatteryPowerHV, 100.80000000000001
0000415C, TempCellMax, 24.75
0000415C, TempCellMin, 21.5
0000415C, StateBMS, Wait_System_Up
0000415C, VoltageCellMuxSelect, 6
0000415C, VoltageCell19, 3.7726
0000415C, VoltageCell20, 3.7743
0000415C, VoltageCell21, 3.7166
0000415E, AdjustedVoltageCellMuxSelect, 6
0000415E, AdjustedVoltageCell19, 3.7726
0000415E, AdjustedVoltageCell20, 3.7742
0000415E, AdjustedVoltageCell21, 3.7165000000000004
00004160, TempChannelMuxSelect, 6
00004160, TempChannel19, 21.60000000000001
00004160, TempChannel20, 21.760000000000005
00004160, TempChannel21, 21.810000000000002
0000416B, ThrottlePercent, 0
0000416B, BrakePercent, 7
0000416B, brakePressure, 10
0000416B, SteeringAngle, -102
0000416B, BrakeWhileThrottle, 0
0000417A, VCU_wheelSpeed_RL, 0.0
0000417A, VCU_wheelSpeed_RR, 0.0
0000417C, RLSpeedKPH, 0.0
0000417C, RRSpeedKPH, 0.0
0000417C, FLSpeedKPH, 0.0
0000417C, FRSpeedKPH, 0.0
0000417E, TCTorqueMax, 3.392
0000417E, TCLeftSlip, -0.999
0000417E, TCRightSlip, -0.999
0000417E, TCTorqueAdjustment, 0.0
00004185, VoltageCellMuxSelect, 7
00004185, VoltageCell22, 3.7271
00004185, VoltageCell23, 3.7269
00004185, VoltageCell24, 3.7255000000000003
00004188, AdjustedVoltageCellMuxSelect, 7
00004188, AdjustedVoltageCell22, 3.7271
00004188, AdjustedVoltageCell23, 3.7269
00004188, AdjustedVoltageCell24, 3.7255000000000003
0000418A, TempChannelMuxSelect, 7
0000418A, TempChannel22, 21.700000000000003
0000418A, TempChannel23, 21.659999999999997
0000418A, TempChannel24, 21.519999999999996
0000419D, ThrottlePercent, 0
0000419D, BrakePercent, 6
0000419D, brakePressure, 10
0000419D, SteeringAngle, -102
0000419D, BrakeWhileThrottle, 0
0000419D, VCU_wheelSpeed_RL, 0.0
0000419D, VCU_wheelSpeed_RR, 0.0
0000419F, RLSpeedKPH, 0.0
0000419F, RRSpeedKPH, 0.0
0000419F, FLSpeedKPH, 0.0
0000419F, FRSpeedKPH, 0.0
000041A1, TCTorqueMax, 3.392
000041A1, TCLeftSlip, -0.999
000041A1, TCRightSlip, -0.999
000041A1, TCTorqueAdjustment, 0.0
000041A8, VoltageBusHV, 0.0
000041A8, VoltageCellMax, 3.9129
000041A8, VoltageCellMin, 3.6956
000041A8, CurrentBusHV, 0.0
000041BB, AMS_PackVoltage, 525.59
000041C0, VCU_wheelSpeed_RL, 0.0
000041C0, VCU_wheelSpeed_RR, 0.0
000041C2, RLSpeedKPH, 0.0
000041C2, RRSpeedKPH, 0.0
000041C2, FLSpeedKPH, 0.0
000041C2, FRSpeedKPH, 0.0
000041C4, TCTorqueMax, 3.392
000041C4, TCLeftSlip, -0.999
000041C4, TCRightSlip, -0.999
000041C4, TCTorqueAdjustment, 0.0
000041CA, StateBatteryChargeHV, 92.80000000000001
000041CA, StateBatteryHealthHV, 0.0
000041CA, StateBatteryPowerHV, 100.80000000000001
000041CA, TempCellMax, 24.75
000041CA, TempCellMin, 21.5
000041CA, StateBMS, Wait_System_Up
000041CA, VoltageCellMuxSelect, 8
000041CA, VoltageCell25, 3.7785
000041CA, VoltageCell26, 3.729
000041CA, VoltageCell27, 3.6963000000000004
000041CC, AdjustedVoltageCellMuxSelect, 8
000041CC, AdjustedVoltageCell25, 3.7784
000041CC, AdjustedVoltageCell26, 3.729
000041CC, AdjustedVoltageCell27, 3.6956
000041CE, TempChannelMuxSelect, 8
000041CE, TempChannel25, 21.570000000000007
000041CE, TempChannel26, 21.570000000000007
000041CE, TempChannel27, 21.629999999999995
000041CF, ThrottlePercent, 0
000041CF, BrakePercent, 6
000041CF, brakePressure, 10
000041CF, SteeringAngle, -102
000041CF, BrakeWhileThrottle, 0
000041E3, VCU_wheelSpeed_RL, 0.0
000041E3, VCU_wheelSpeed_RR, 0.0
000041E5, RLSpeedKPH, 0.0
000041E5, RRSpeedKPH, 0.0
000041E5, FLSpeedKPH, 0.0
000041E5, FRSpeedKPH, 0.0
000041E7, TCTorqueMax, 3.392
000041E7, TCLeftSlip, -0.999
000041E7, TCRightSlip, -0.999
000041E7, TCTorqueAdjustment, 0.0
000041E9, VoltageCellMuxSelect, 9
000041E9, VoltageCell28, 3.8033
000041E9, VoltageCell29, 3.7733000000000003
000041E9, VoltageCell30, 3.7720000000000002
000041EB, AdjustedVoltageCellMuxSelect, 9
000041EB, AdjustedVoltageCell28, 3.8038000000000003
000041EB, AdjustedVoltageCell29, 3.7732
000041EB, AdjustedVoltageCell30, 3.7720000000000002
000041ED, TempChannelMuxSelect, 9
000041ED, TempChannel28, 21.409999999999997
000041ED, TempChannel29, 21.379999999999995
000041ED, TempChannel30, 21.439999999999998
00004201, ThrottlePercent, 0
00004201, BrakePercent, 8
00004201, brakePressure, 10
00004201, SteeringAngle, -102
00004201, BrakeWhileThrottle, 0
00004206, VCU_wheelSpeed_RL, 0.0
00004206, VCU_wheelSpeed_RR, 0.0
00004208, RLSpeedKPH, 0.0
00004208, RRSpeedKPH, 0.0
00004208, FLSpeedKPH, 0.0
00004208, FRSpeedKPH, 0.0
0000420A, TCTorqueMax, 3.392
0000420A, TCLeftSlip, -0.999
0000420A, TCRightSlip, -0.999
0000420A, TCTorqueAdjustment, 0.0
00004210, VoltageBusHV, 0.02
00004210, VoltageCellMax, 3.9129
00004210, VoltageCellMin, 3.6956
00004210, CurrentBusHV, 0.0
00004211, AMS_PackVoltage, 525.59
0000421B, PDU_Heartbeat_dummydata, 0
0000421C, ChannelCurrentFanLeft, 0.0
0000421C, ChannelCurrentFanRight, 0.0
0000421C, ChannelCurrentPumpLeft, 0.01
0000421C, ChannelCurrentPumpRight, 0.0
0000421C, ChannelCurrentBMU, 0.29
0000421C, ChannelCurrentDCU, 0.05
0000421C, ChannelCurrentVCU, 0.56
0000421C, ChannelCurrentWSB, 0.41000000000000003
0000421C, ChannelCurrentAUX, 0.0
0000421C, ChannelCurrentBrakeLight, 0.0
0000421C, ChannelCurrentMCLeft, 0.01
0000421C, ChannelCurrentMCRight, 0.0
0000421D, CarStateIsLV, -1
0000421D, CarStateIsEM, 0
0000421D, CarStateIsHV, 0
0000421E, AdjustedVoltageCellMuxSelect, 10
0000421E, AdjustedVoltageCell31, 3.7701000000000002
0000421E, AdjustedVoltageCell32, 3.7262
0000421E, AdjustedVoltageCell33, 3.7247000000000003
00004226, DCU_Heartbeat_dummydata, 0
00004229, VCU_wheelSpeed_RL, 0.0
00004229, VCU_wheelSpeed_RR, 0.0
0000422B, RLSpeedKPH, 0.0
0000422B, RRSpeedKPH, 0.0
0000422B, FLSpeedKPH, 0.0
0000422B, FRSpeedKPH, 0.0
0000422D, TCTorqueMax, 3.392
0000422D, TCLeftSlip, -0.999
0000422D, TCRightSlip, -0.999
0000422D, TCTorqueAdjustment, 0.0
00004233, ThrottlePercent, 0
00004233, BrakePercent, 7
00004233, brakePressure, 10
00004233, SteeringAngle, -102
00004233, BrakeWhileThrottle, 0
00004238, StateBatteryChargeHV, 92.80000000000001
00004238, StateBatteryHealthHV, 0.0
00004238, StateBatteryPowerHV, 100.80000000000001
00004238, TempCellMax, 24.75
00004238, TempCellMin, 21.5
00004238, StateBMS, Wait_System_Up
00004238, TempChannelMuxSelect, 10
00004238, TempChannel31, 24.519999999999996
00004238, TempChannel32, 21.42
00004238, TempChannel33, 21.450000000000003
0000424C, VCU_wheelSpeed_RL, 0.0
0000424C, VCU_wheelSpeed_RR, 0.0
0000424E, BMU_Heartbeat_dummydata, 0
0000424E, RLSpeedKPH, 0.0
0000424E, RRSpeedKPH, 0.0
0000424E, FLSpeedKPH, 0.0
0000424E, FRSpeedKPH, 0.0
0000424E, FanPeriod, -112
0000424E, BrakePressureBMU, 508.0
0000424E, VoltageCellMuxSelect, 11
0000424E, VoltageCell34, 3.7252
0000424E, VoltageCell35, 3.7256
0000424E, VoltageCell36, 3.7287000000000003
00004250, AdjustedVoltageCellMuxSelect, 11
00004250, AdjustedVoltageCell34, 3.7252
00004250, AdjustedVoltageCell35, 3.7256
00004250, AdjustedVoltageCell36, 3.7287000000000003
00004250, TCTorqueMax, 3.392
00004250, TCLeftSlip, -0.999
00004250, TCRightSlip, -0.999
00004250, TCTorqueAdjustment, 0.0
00004254, TempChannelMuxSelect, 11
00004254, TempChannel34, 24.519999999999996
00004254, TempChannel35, 21.460000000000008
00004254, TempChannel36, 21.47
00004265, VCU_Heartbeat_dummydata, 0
00004265, ThrottlePercent, 0
00004265, BrakePercent, 6
00004265, brakePressure, 10
00004265, SteeringAngle, -102
00004265, BrakeWhileThrottle, 0
0000426F, VCU_wheelSpeed_RL, 0.0
0000426F, VCU_wheelSpeed_RR, 0.0
00004271, RLSpeedKPH, 0.0
00004271, RRSpeedKPH, 0.0
00004271, FLSpeedKPH, 0.0
00004271, FRSpeedKPH, 0.0
00004273, TCTorqueMax, 3.392
00004273, TCLeftSlip, -0.999
00004273, TCRightSlip, -0.999
00004273, TCTorqueAdjustment, 0.0
00004278, VoltageBusHV, 0.01
00004278, VoltageCellMax, 3.9129
00004278, VoltageCellMin, 3.6956
00004278, CurrentBusHV, 0.0
00004279, AMS_PackVoltage, 525.59
0000427F, VoltageCellMuxSelect, 12
0000427F, VoltageCell37, 3.7156000000000002
0000427F, VoltageCell38, 3.7817000000000003
0000427F, VoltageCell39, 3.7721
0000427F, VoltageBusLV, 12123
0000427F, CurrentBusLV, 399
00004281, AdjustedVoltageCellMuxSelect, 12
00004281, AdjustedVoltageCell37, 3.7153
00004281, AdjustedVoltageCell38, 3.7819000000000003
00004281, AdjustedVoltageCell39, 3.7720000000000002
00004284, TempChannelMuxSelect, 12
00004284, TempChannel37, 21.460000000000008
00004284, TempChannel38, 21.49000000000001
00004284, TempChannel39, 21.33
00004292, VCU_wheelSpeed_RL, 0.0
00004292, VCU_wheelSpeed_RR, 0.0
00004294, RLSpeedKPH, 0.0
00004294, RRSpeedKPH, 0.0
00004294, FLSpeedKPH, 0.0
00004294, FRSpeedKPH, 0.0
00004296, TCTorqueMax, 3.392
00004296, TCLeftSlip, -0.999
00004296, TCRightSlip, -0.999
00004296, TCTorqueAdjustment, 0.0
00004297, ThrottlePercent, 0
00004297, BrakePercent, 6
00004297, brakePressure, 10
00004297, SteeringAngle, -102
00004297, BrakeWhileThrottle, 0
000042A6, StateBatteryChargeHV, 92.80000000000001
000042A6, StateBatteryHealthHV, 0.0
000042A6, StateBatteryPowerHV, 100.80000000000001
000042A6, TempCellMax, 24.75
000042A6, TempCellMin, 21.5
000042A6, StateBMS, Wait_System_Up
000042B1, VoltageCellMuxSelect, 13
000042B1, VoltageCell40, 3.7732
000042B1, VoltageCell41, 3.7921
000042B1, VoltageCell42, 3.8232000000000004
000042B3, AdjustedVoltageCellMuxSelect, 13
000042B3, AdjustedVoltageCell40, 3.7732
000042B3, AdjustedVoltageCell41, 3.7921
000042B3, AdjustedVoltageCell42, 3.8231
000042B5, VCU_wheelSpeed_RL, 0.0
000042B5, VCU_wheelSpeed_RR, 0.0
000042B6, TempChannelMuxSelect, 13
000042B6, TempChannel40, 21.5
000042B6, TempChannel41, 21.47
000042B6, TempChannel42, 21.549999999999997
000042B7, RLSpeedKPH, 0.0
000042B7, RRSpeedKPH, 0.0
000042B7, FLSpeedKPH, 0.0
000042B7, FRSpeedKPH, 0.0
000042B9, TCTorqueMax, 3.392
000042B9, TCLeftSlip, -0.999
000042B9, TCRightSlip, -0.999
000042B9, TCTorqueAdjustment, 0.0
000042C9, ThrottlePercent, 0
000042C9, BrakePercent, 4
000042C9, brakePressure, 10
000042C9, SteeringAngle, -102
000042C9, BrakeWhileThrottle, 0
000042D8, VCU_wheelSpeed_RL, 0.0
000042D8, VCU_wheelSpeed_RR, 0.0
000042DA, RLSpeedKPH, 0.0
000042DA, RRSpeedKPH, 0.0
000042DA, FLSpeedKPH, 0.0
000042DA, FRSpeedKPH, 0.0
000042DC, TCTorqueMax, 3.392
000042DC, TCLeftSlip, -0.999
000042DC, TCRightSlip, -0.999
000042DC, TCTorqueAdjustment, 0.0
000042DE, VoltageBusHV, 0.0
000042DE, VoltageCellMax, 3.9129
000042DE, VoltageCellMin, 3.6957
000042DE, CurrentBusHV, 0.0
000042E0, AMS_PackVoltage, 525.59
000042E3, VoltageCellMuxSelect, 14
000042E3, VoltageCell43, 3.8241
000042E3, VoltageCell44, 3.8221000000000003
000042E3, VoltageCell45, 3.8243
000042E6, AdjustedVoltageCellMuxSelect, 14
000042E6, AdjustedVoltageCell43, 3.8240000000000003
000042E6, AdjustedVoltageCell44, 3.8221000000000003
000042E6, AdjustedVoltageCell45, 3.8243
000042E8, TempChannelMuxSelect, 14
000042E8, TempChannel43, 21.450000000000003
000042E8, TempChannel44, 21.39
000042E8, TempChannel45, 21.49000000000001
000042FB, ThrottlePercent, 0
000042FB, BrakePercent, 8
000042FB, brakePressure, 10
000042FB, SteeringAngle, -102
000042FB, BrakeWhileThrottle, 0
000042FB, VCU_wheelSpeed_RL, 0.0
000042FB, VCU_wheelSpeed_RR, 0.0
000042FD, RLSpeedKPH, 0.0
000042FD, RRSpeedKPH, 0.0
000042FD, FLSpeedKPH, 0.0
000042FD, FRSpeedKPH, 0.0
000042FF, TCTorqueMax, 3.392
000042FF, TCLeftSlip, -0.999
000042FF, TCRightSlip, -0.999
000042FF, TCTorqueAdjustment, 0.0
00004314, StateBatteryChargeHV, 92.80000000000001
00004314, StateBatteryHealthHV, 0.0
00004314, StateBatteryPowerHV, 100.80000000000001
00004314, TempCellMax, 24.75
00004314, TempCellMin, 21.5
00004314, StateBMS, Wait_System_Up
00004315, VoltageCellMuxSelect, 15
00004315, VoltageCell46, 3.8264
00004315, VoltageCell47, 3.7937000000000003
00004315, VoltageCell48, 3.9128000000000003
00004317, AdjustedVoltageCellMuxSelect, 15
00004317, AdjustedVoltageCell46, 3.8264
00004317, AdjustedVoltageCell47, 3.7937000000000003
00004317, AdjustedVoltageCell48, 3.9129
00004319, TempChannelMuxSelect, 15
00004319, TempChannel46, 21.290000000000006
00004319, TempChannel47, 21.370000000000005
00004319, TempChannel48, 21.39
0000431E, VCU_wheelSpeed_RL, 0.0
0000431E, VCU_wheelSpeed_RR, 0.0
00004320, RLSpeedKPH, 0.0
00004320, RRSpeedKPH, 0.0
00004320, FLSpeedKPH, 0.0
00004320, FRSpeedKPH, 0.0
00004322, TCTorqueMax, 3.392
00004322, TCLeftSlip, -0.999
00004322, TCRightSlip, -0.999
00004322, TCTorqueAdjustment, 0.0
0000432D, ThrottlePercent, 0
0000432D, BrakePercent, 10
0000432D, brakePressure, 10
0000432D, SteeringAngle, -102
0000432D, BrakeWhileThrottle, 0
00004341, VCU_wheelSpeed_RL, 0.0
00004341, VCU_wheelSpeed_RR, 0.0
00004343, RLSpeedKPH, 0.0
00004343, RRSpeedKPH, 0.0
00004343, FLSpeedKPH, 0.0
00004343, FRSpeedKPH, 0.0
00004359, TCTorqueMax, 3.392
00004359, TCLeftSlip, -0.999
00004359, TCRightSlip, -0.999
00004359, TCTorqueAdjustment, 0.0
00004359, VoltageBusHV, 0.03
00004359, VoltageCellMax, 3.9128000000000003
00004359, VoltageCellMin, 3.6956
00004359, CurrentBusHV, 0.0
00004359, AMS_PackVoltage, 525.59
00004359, VoltageCellMuxSelect, 16
00004359, VoltageCell49, 3.8833
00004359, VoltageCell50, 3.8809
00004359, VoltageCell51, 3.7889000000000004
00004359, AdjustedVoltageCellMuxSelect, 16
00004359, AdjustedVoltageCell49, 3.8833
00004359, AdjustedVoltageCell50, 3.8809
00004359, AdjustedVoltageCell51, 3.7904
00004359, TempChannelMuxSelect, 16
00004359, TempChannel49, 21.320000000000007
00004359, TempChannel50, 21.379999999999995
00004359, TempChannel51, 21.39
0000435F, ThrottlePercent, 0
0000435F, BrakePercent, 9
0000435F, brakePressure, 10
0000435F, SteeringAngle, -102
0000435F, BrakeWhileThrottle, 0
00004364, VCU_wheelSpeed_RL, 0.0
00004364, VCU_wheelSpeed_RR, 0.0
00004366, RLSpeedKPH, 0.0
00004366, RRSpeedKPH, 0.0
00004366, FLSpeedKPH, 0.0
00004366, FRSpeedKPH, 0.0
00004368, TCTorqueMax, 3.392
00004368, TCLeftSlip, -0.999
00004368, TCRightSlip, -0.999
00004368, TCTorqueAdjustment, 0.0
00004382, StateBatteryChargeHV, 92.80000000000001
00004382, StateBatteryHealthHV, 0.0
00004382, StateBatteryPowerHV, 100.80000000000001
00004382, TempCellMax, 24.75
00004382, TempCellMin, 21.5
00004382, StateBMS, Wait_System_Up
00004382, VoltageCellMuxSelect, 17
00004382, VoltageCell52, 3.8149
00004382, VoltageCell53, 3.8152000000000004
00004382, VoltageCell54, 3.8154000000000003
00004384, AdjustedVoltageCellMuxSelect, 17
00004384, AdjustedVoltageCell52, 3.8150000000000004
00004384, AdjustedVoltageCell53, 3.8152000000000004
00004384, AdjustedVoltageCell54, 3.8154000000000003
00004386, TempChannelMuxSelect, 17
00004386, TempChannel52, 21.35000000000001
00004386, TempChannel53, 24.519999999999996
00004386, TempChannel54, 21.519999999999996
00004387, VCU_wheelSpeed_RL, 0.0
00004387, VCU_wheelSpeed_RR, 0.0
00004389, RLSpeedKPH, 0.0
00004389, RRSpeedKPH, 0.0
00004389, FLSpeedKPH, 0.0
00004389, FRSpeedKPH, 0.0
0000438B, TCTorqueMax, 3.392
0000438B, TCLeftSlip, -0.999
0000438B, TCRightSlip, -0.999
0000438B, TCTorqueAdjustment, 0.0
00004391, ThrottlePercent, 0
